realizado	1.9	0.53852	[2, 2, 2, 1, 2, 2, 3, 1, 2, 2]
realiza	1.7	0.9	[2, 2, 1, 0, 2, 3, 3, 1, 1, 2]
acusacao	-1.0	1.09545	[-1, -1, -2, -2, -2, -1, -1, -1, 2, -1]
acusacoes	-1.3	1.26886	[-2, -2, -1, -3, -2, -1, -1, 2, -2, -1]
acusar	-0.8	1.53623	[-3, -1, -1, -2, 1, -2, 1, -2, 2, -1]
acusado	-1.2	1.46969	[-2, -1, -2, 2, -2, -3, -2, -2, -1, 1]
acusa	-1.4	1.0198	[-2, -1, -2, 1, -2, -3, -1, -2, -1, -1]
acusando	-0.7	1.34536	[-2, -1, -1, 1, -3, -1, -1, 2, -1, 0]
dor	-1.6	1.2	[-1, -2, -2, -2, -1, -4, -1, 1, -2, -2]
doia	-1.6	0.8	[-2, -2, -1, -2, -1, -2, -3, 0, -1, -2]
dores	-1.0	0.7746	[-1, -2, -1, -1, -1, 1, -2, -1, -1, -1]
possivel	1.3	0.45826	[2, 1, 1, 1, 1, 1, 1, 2, 2, 1]
doendo	-2.2	0.74833	[-2, -3, -2, -1, -3, -3, -2, -3, -1, -2]
absolver	0.8	1.72047	[-3, 3, -1, 3, 2, 1, 1, 1, 0, 1]
absolve	0.1	1.37477	[1, -3, -1, 0, 2, 0, -1, 1, 1, 1]
absolvido	1.0	0.89443	[2, 2, 1, 1, 2, 0, 1, 1, -1, 1]
absolvendo	1.3	0.78102	[3, 2, 0, 1, 1, 1, 2, 1, 1, 1]
acrimonioso	-1.7	1.73494	[-1, -3, -2, -3, 3, -3, -1, -2, -2, -3]
ativo	1.7	1.26886	[1, 2, 1, 1, 1, 4, 2, 4, 0, 1]
ativamente	1.3	0.78102	[0, 1, 0, 2, 2, 1, 1, 2, 2, 2]
atividade	0.6	0.8	[0, 2, 0, 0, 1, 0, 1, 0, 2, 0]
atividades	0.8	0.74833	[2, 0, 1, 0, 0, 0, 1, 2, 1, 1]
ativos	1.1	0.7	[2, 1, 0, 1, 1, 0, 1, 1, 2, 2]
adequado	0.9	0.7	[0, 0, 1, 1, 0, 2, 1, 1, 2, 1]
admirabilidade	2.4	0.4899	[2, 3, 3, 3, 3, 2, 2, 2, 2, 2]
admiravel	2.6	0.66332	[2, 3, 3, 3, 4, 3, 2, 2, 2, 2]
admirabilidade	2.2	0.87178	[2, 2, 3, 3, 3, 1, 3, 1, 3, 1]
admiravelmente	2.5	0.67082	[2, 3, 3, 3, 4, 2, 2, 2, 2, 2]
almirante	1.3	1.18743	[0, 0, 1, 3, 3, 2, 2, 0, 2, 0]
almirantes	1.5	0.80623	[2, 2, 0, 2, 2, 0, 1, 2, 2, 2]
admiradores	1.6	0.66332	[2, 2, 2, 1, 0, 2, 2, 2, 1, 2]
admirado	1.2	1.53623	[0, 4, 0, 0, 0, 2, 2, 3, 2, -1]
admiracao	2.5	0.80623	[3, 1, 1, 3, 3, 2, 3, 3, 3, 3]
admiracoes	1.6	0.66332	[2, 2, 1, 1, 2, 2, 2, 2, 2, 0]
admirar	2.1	0.83066	[3, 3, 1, 3, 3, 2, 1, 2, 1, 2]
admirado	2.3	0.78102	[4, 2, 2, 2, 2, 2, 3, 3, 1, 2]
admirador	1.8	0.74833	[2, 1, 1, 2, 3, 2, 3, 1, 1, 2]
admiradores	1.7	1.00499	[2, 3, 2, 2, 2, 1, -1, 2, 2, 2]
admira	1.5	0.67082	[3, 1, 1, 2, 1, 2, 2, 1, 1, 1]
admirando	1.6	0.8	[1, 2, 1, 1, 3, 3, 2, 1, 1, 1]
com admiracao	2.3	0.64031	[1, 3, 3, 2, 2, 2, 2, 3, 3, 2]
admitem	0.8	1.07703	[0, 0, 0, 0, 0, 1, 3, 2, 2, 0]
admite	1.2	0.87178	[1, 2, 2, 2, 0, 0, 1, 2, 0, 2]
admitiu	0.4	0.66332	[0, 1, 0, 1, 0, 0, 2, 0, 0, 0]
admoestado	-1.9	0.9434	[-2, -2, -2, -1, -2, -3, -1, -1, -1, -4]
adotar	0.7	0.64031	[0, 0, 1, 1, 1, 0, 1, 0, 1, 2]
adota	0.7	0.64031	[0, 0, 1, 2, 1, 0, 1, 1, 0, 1]
adorabilidade	2.2	0.74833	[2, 2, 2, 2, 1, 2, 3, 2, 4, 2]
adoravel	2.2	0.6	[3, 2, 2, 3, 2, 2, 1, 3, 2, 2]
adorabilidade	2.5	0.67082	[2, 3, 3, 2, 3, 2, 1, 3, 3, 3]
muito adoravel	2.1	0.7	[3, 1, 2, 3, 2, 2, 1, 3, 2, 2]
adoracao	2.9	0.7	[3, 3, 3, 2, 3, 3, 4, 2, 4, 2]
adoracoes	2.2	0.87178	[2, 2, 3, 1, 3, 1, 3, 3, 1, 3]
adorar	2.6	0.91652	[3, 3, 1, 2, 3, 3, 3, 4, 1, 3]
adorado	1.8	0.87178	[2, 3, 3, 2, 2, 1, 1, 0, 2, 2]
adora	1.6	0.66332	[2, 1, 3, 2, 2, 1, 1, 1, 2, 1]
adoravelmente	2.4	0.8	[2, 3, 2, 3, 3, 3, 3, 1, 1, 3]
adornar	0.9	0.53852	[1, 1, 1, 0, 2, 1, 1, 0, 1, 1]
adornado	0.8	1.249	[1, 1, 0, 2, -1, 3, -1, 2, 1, 0]
adorno	1.3	0.78102	[1, 1, 1, 2, 1, 3, 1, 2, 1, 0]
adornos	0.9	0.9434	[2, 2, 0, 1, -1, 2, 1, 1, 0, 1]
adornando	1.0	0.7746	[0, 0, 1, 1, 1, 2, 2, 1, 0, 2]
adorno	1.3	0.78102	[1, 3, 1, 0, 2, 2, 1, 1, 1, 1]
adornos	0.8	1.16619	[2, -1, 0, 0, 2, 1, 2, -1, 1, 2]
adorna	0.5	1.56525	[3, -1, 1, 0, 2, -1, 3, -1, 0, -1]
avancado	1.0	0.63246	[1, 0, 1, 1, 1, 0, 1, 2, 1, 2]
vantagem	1.0	0.63246	[1, 2, 1, 1, 2, 0, 1, 0, 1, 1]
vantajoso	1.4	0.91652	[1, 0, 3, 0, 1, 1, 2, 2, 2, 2]
vantajoso	1.5	0.67082	[2, 0, 2, 2, 2, 1, 1, 1, 2, 2]
vantajosamente	1.9	0.53852	[2, 2, 2, 3, 2, 2, 2, 1, 1, 2]
vantajoso	1.6	1.28062	[-2, 2, 3, 1, 2, 2, 2, 2, 2, 2]
vantagens	1.5	0.80623	[1, 0, 3, 1, 1, 1, 2, 2, 2, 2]
vantajoso	1.6	0.66332	[3, 1, 1, 2, 1, 1, 2, 2, 2, 1]
aventura	1.3	0.45826	[1, 2, 1, 1, 2, 1, 1, 1, 1, 2]
aventurado	1.3	0.45826	[1, 2, 1, 2, 1, 2, 1, 1, 1, 1]
aventureiro	1.2	0.6	[1, 2, 0, 2, 1, 2, 1, 1, 1, 1]
aventureiros	0.9	0.9434	[0, 1, 0, 1, 0, 1, 0, 1, 3, 2]
aventuras	1.4	1.2	[2, 2, 1, 2, -2, 2, 2, 1, 2, 2]
aventureiro	1.7	1.1	[0, 3, 0, 1, 2, 2, 3, 1, 2, 3]
aventurador	1.3	1.00499	[1, 0, 0, 2, 3, 2, 2, 0, 1, 2]
aventureira	0.8	1.72047	[3, -1, 2, 2, 0, 0, 1, 2, -3, 2]
aventureiros	1.4	1.11355	[1, 0, 0, 3, 2, 2, 3, 0, 1, 2]
aventuras	2.3	0.78102	[2, 3, 2, 3, 1, 3, 3, 1, 2, 3]
aventureiro	1.5	0.67082	[1, 0, 2, 2, 2, 2, 1, 1, 2, 2]
aventureiro	1.4	0.4899	[1, 1, 2, 1, 2, 2, 2, 1, 1, 1]
aventureiro	1.7	0.64031	[2, 1, 1, 2, 2, 1, 3, 2, 2, 1]
aventureiros	1.2	0.9798	[3, 1, 0, 0, 1, 2, 1, 0, 2, 2]
aventureiro	1.4	1.11355	[0, 1, 2, 1, 2, 0, 3, 2, 3, 0]
aventureiramente	1.3	0.9	[0, 1, 2, 2, 1, 2, 1, 1, 0, 3]
aventureza	1.8	0.87178	[0, 1, 3, 2, 1, 3, 2, 2, 2, 2]
adversario	-1.5	0.92195	[-2, 0, -1, -3, -2, -2, 0, -1, -2, -2]
adversarios	-1.0	0.63246	[-1, -1, -1, -1, 0, -2, -2, -1, -1, 0]
adversario	-0.8	1.72047	[-3, -1, -2, -2, -2, 2, 1, -1, 2, -2]
adversativo	-1.2	0.74833	[-1, -1, -2, -1, -1, -1, -3, -1, 0, -1]
adversamente	-0.1	1.37477	[0, -2, -1, 0, -1, -1, 1, 1, 3, -1]
adversidades	-1.0	0.7746	[-1, -1, -2, -1, -2, 1, -1, -1, -1, -1]
desfavoraveis	-1.5	0.80623	[-2, -2, -2, -1, -1, 0, -1, -3, -1, -2]
adversamente	-0.8	1.6	[-2, -2, 0, -2, -2, 2, -2, 2, -2, 0]
adversidade	-0.6	1.35647	[-1, -2, -1, 2, -1, -2, -1, 2, -1, -1]
adversidades	-1.5	0.67082	[-2, -2, -1, -1, -2, 0, -2, -1, -2, -2]
adversidade	-1.8	0.6	[-3, -2, -1, -2, -2, -2, -1, -1, -2, -2]
afetado	-0.6	1.35647	[-1, -2, 0, -2, 0, 0, 2, -2, 1, -2]
afeicao	2.4	0.8	[3, 2, 2, 3, 4, 1, 3, 2, 2, 2]
afetivo	1.9	1.04403	[3, 3, 2, 0, 2, 2, 2, 3, 2, 0]
carinhosamente	1.5	0.92195	[1, 1, 3, 1, 1, 0, 2, 2, 3, 1]
afetuoso	1.9	1.13578	[1, 0, 3, 1, 3, 2, 2, 1, 2, 4]
carinhosamente	2.2	0.87178	[4, 1, 1, 2, 2, 2, 3, 3, 2, 2]
carinhoso	1.8	0.4	[2, 2, 1, 2, 2, 1, 2, 2, 2, 2]
carinhoso	-2.0	0.44721	[-2, -1, -2, -2, -2, -2, -2, -2, -2, -3]
afeccoes	1.5	1.11803	[-1, 3, 2, 2, 1, 1, 2, 1, 3, 1]
afligido	-1.5	1.0247	[-1, -2, -3, -2, 1, -1, -1, -2, -2, -2]
ofendido	0.2	2.03961	[1, -2, 2, -2, -2, 4, 0, 2, 1, -2]
agravar	-2.5	0.80623	[-3, -3, -2, -3, -2, -4, -3, -2, -2, -1]
agravado	-1.9	1.04403	[-4, -3, -3, -1, -1, -1, -1, -2, -2, -1]
agrava	-1.9	0.83066	[-3, -2, -2, -2, -3, -1, -2, -2, 0, -2]
agravante	-1.2	0.9798	[-2, -2, -1, -2, -2, -1, 0, 1, -1, -2]
agressao	-1.3	1.55242	[-2, -2, 2, -2, -1, -3, -3, -1, 1, -2]
agressivo	-1.4	0.4899	[-1, -1, -1, -1, -2, -1, -2, -2, -2, -1]
agressoes	-0.5	1.43178	[-1, -2, -1, -1, -3, 0, -1, 1, 2, 1]
agredindo	-0.6	1.28062	[-1, -2, -1, 0, -1, -2, 2, -2, 1, 0]
agressao	-1.2	1.77764	[-2, -2, 1, 1, -4, 2, -2, -2, -2, -2]
agressoes	-1.3	1.48661	[-1, -2, -2, -2, -2, -3, 1, -2, 2, -2]
agressivo	-0.6	1.28062	[-2, 1, -2, -2, 0, -2, -1, 1, 1, 0]
agressivamente	-1.3	1.55242	[-1, -2, 3, -2, -3, -2, -1, -1, -2, -2]
agressividade	-1.8	0.74833	[-1, -2, -1, -2, -2, -1, -3, -1, -3, -2]
agressividades	-1.4	1.28062	[-1, -1, -1, -2, 2, -2, -2, -2, -3, -2]
agressividade	-0.6	1.35647	[-3, -1, 1, 0, 0, 0, -3, -1, 1, 0]
agressor	-0.8	1.32665	[-2, 0, -1, 2, -2, -2, -1, -1, -2, 1]
agressores	-0.9	1.13578	[-2, -2, -1, -1, -1, 1, 1, 0, -2, -2]
horrorizado	-1.9	1.04403	[-2, -3, -1, 0, -2, -1, -4, -2, -2, -2]
agitar	-1.7	0.64031	[-2, -2, -3, -1, -1, -1, -2, -1, -2, -2]
agitado	-2.0	0.63246	[-2, -2, -2, -2, -1, -3, -3, -2, -2, -1]
com agitacao	-1.6	0.8	[-1, -2, -1, -3, -1, -3, -1, -1, -2, -1]
agita	-1.4	0.8	[-2, 0, -1, -2, -1, -1, -3, -1, -2, -1]
agitando	-1.8	0.87178	[-2, -1, -1, -1, -2, -3, -1, -3, -3, -1]
agitacao	-1.0	1.09545	[-2, -1, 1, -1, -2, -1, -2, -1, 1, -2]
agitado	-1.2	1.66132	[-3, -3, -2, 1, -1, -2, 0, 2, -1, -3]
agitacoes	-1.3	1.18743	[-1, -2, -1, -3, -2, -3, 0, -1, 1, -1]
agitativo	-1.3	1.26886	[-2, -2, -1, -2, -1, -3, 1, -2, 1, -2]
agitador	-0.1	1.13578	[1, 2, 0, 0, 0, 0, -2, 0, -2, 0]
agitador	-1.4	0.8	[-1, -1, -1, -2, -1, -1, -2, -3, -2, 0]
agitadores	-2.1	0.9434	[-2, -3, -3, -2, -2, -1, -3, -2, 0, -3]
agog	1.9	0.7	[2, 1, 3, 3, 2, 1, 2, 2, 1, 2]
agonizar	-2.1	0.9434	[-3, -3, -2, -3, -1, -3, -1, -3, -1, -1]
agonizante	-2.3	0.64031	[-2, -3, -3, -2, -2, -2, -2, -3, -1, -3]
agoniza	-2.4	0.91652	[-1, -4, -3, -3, -2, -2, -2, -3, -1, -3]
agonizante	-1.5	1.43178	[-3, -2, -3, -3, -1, 1, 0, 0, -1, -3]
agonizar	-2.3	0.9	[-2, -3, -1, -2, -2, -2, -4, -1, -3, -3]
agonizante	-2.2	1.249	[-2, -3, -3, -3, -3, -2, -1, -3, 1, -3]
agoniza	-2.3	1.18743	[-1, -3, -4, -3, -3, -2, -1, -3, 0, -3]
agonizante	-2.7	0.78102	[-3, -2, -2, -2, -4, -3, -3, -2, -4, -2]
agonizantemente	-2.3	1.48661	[-3, -1, -3, -4, -4, -2, -3, 1, -1, -3]
agonia	-1.8	1.16619	[-3, -1, -2, -4, -2, -1, 0, -3, -1, -1]
aceita	1.5	1.11803	[1, 0, 3, 1, 2, 1, 4, 1, 1, 1]
conveniencia	1.9	1.04403	[1, 1, 1, 3, 3, 2, 1, 2, 4, 1]
agradavel	1.8	0.4	[2, 1, 2, 1, 2, 2, 2, 2, 2, 2]
conveniencia	1.8	0.9798	[2, 3, 2, 1, 1, 1, 4, 1, 2, 1]
conveniencias	1.3	0.45826	[2, 1, 1, 2, 1, 2, 1, 1, 1, 1]
agradavelmente	1.6	0.4899	[1, 1, 2, 1, 1, 2, 2, 2, 2, 2]
acordado	1.1	0.53852	[1, 1, 2, 1, 1, 2, 1, 0, 1, 1]
concordando	1.4	0.4899	[1, 1, 1, 1, 2, 1, 1, 2, 2, 2]
acordo	2.2	0.74833	[2, 1, 1, 3, 3, 3, 2, 2, 2, 3]
acordos	1.1	1.13578	[0, 1, 0, 1, 1, 2, 1, 0, 4, 1]
concorda	0.8	1.4	[1, 1, 1, 1, 3, 1, -3, 1, 1, 1]
alarme	-1.4	0.91652	[-1, -1, -2, -2, -2, -2, -1, 1, -2, -2]
alarmado	-1.4	0.4899	[-2, -1, -2, -2, -1, -1, -1, -2, -1, -1]
alarmante	-0.5	1.62788	[-1, 1, -1, 1, -3, 1, -2, -3, 1, 1]
alarmantemente	-2.6	0.91652	[-3, -3, -4, -3, -2, -1, -3, -3, -1, -3]
alarmismo	-0.3	1.26886	[-2, 0, -2, -1, 0, 1, 1, -1, 2, -1]
alarmistas	-1.1	1.3	[-1, -2, -3, -2, -1, -2, 1, 1, 0, -2]
alarmes	-1.1	1.04403	[-2, 0, -2, -1, 0, 0, 0, -1, -2, -3]
infelizmente	-1.1	1.22066	[-1, -2, -1, 0, -1, 0, 1, -3, -1, -3]
alerta	1.2	0.87178	[1, 2, 0, 1, 0, 2, 2, 0, 2, 2]
alienacao	-1.1	1.51327	[-3, -2, -3, -1, -2, -1, 2, -1, 1, -1]
vivo	1.6	0.8	[1, 1, 2, 3, 3, 2, 1, 1, 1, 1]
alergico	-1.2	0.4	[-1, -2, -1, -2, -1, -1, -1, -1, -1, -1]
permitir	0.9	0.83066	[0, 0, 0, 1, 2, 2, 1, 1, 2, 0]
sozinho	-1.0	0.63246	[-2, -1, -1, -1, -2, -1, 0, -1, -1, 0]
bem	1.0	0.7746	[0, 1, 0, 3, 1, 1, 1, 1, 1, 1]
surpreender	2.5	1.0247	[3, 2, 3, 4, 2, 3, 1, 4, 2, 1]
espantado	2.2	1.07703	[1, 0, 3, 2, 2, 4, 3, 3, 2, 2]
surpreendentemente	2.1	0.53852	[2, 2, 2, 2, 3, 2, 2, 3, 1, 2]
espanto	2.5	0.80623	[3, 3, 2, 4, 1, 2, 2, 3, 2, 3]
espanto	2.2	0.87178	[3, 1, 1, 3, 3, 2, 1, 2, 3, 3]
espanta	2.2	0.9798	[1, 0, 3, 2, 2, 3, 3, 3, 2, 3]
surpreendente	2.8	0.87178	[1, 4, 3, 2, 4, 2, 3, 3, 3, 3]
amazonia	0.7	0.64031	[0, 1, 1, 0, 1, 0, 1, 0, 1, 2]
amazonite	0.2	0.6	[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]
amazonas	-0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, -1, 0]
pedra amazonica	1.0	1.61245	[0, 0, 0, 0, 4, 4, 2, 0, 0, 0]
pedras amazonicas	0.2	0.6	[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]
ambicioso	2.1	0.53852	[2, 3, 2, 2, 2, 2, 2, 2, 3, 1]
ambivalente	0.5	0.92195	[0, 0, -1, 2, 1, 1, 1, -1, 1, 1]
amor	3.0	0.63246	[3, 3, 2, 4, 3, 2, 4, 3, 3, 3]
amoral	-1.6	0.66332	[-1, -2, 0, -2, -2, -2, -2, -2, -1, -2]
amoralismo	-0.7	1.34536	[-2, -1, -2, 0, 0, -3, 2, 0, -1, 0]
amoralismos	-0.7	1.00499	[-2, 0, 1, -1, -2, -1, -1, 1, -1, -1]
amoralidades	-1.2	1.6	[-3, 0, 0, -2, 1, -1, 0, -4, -3, 0]
amoralidade	-1.5	0.92195	[0, -1, -1, -2, -1, -3, -1, -3, -2, -1]
amoralmente	-1.0	1.61245	[-2, 0, 1, -4, -1, 1, 1, -2, -2, -2]
amoretti	0.2	0.4	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1]
amorteto	0.6	0.8	[0, 1, 0, 1, 0, 0, 2, 0, 0, 2]
amorettos	0.3	0.64031	[0, 1, 0, 1, 0, 0, 0, 1, 1, -1]
amorino	1.2	0.87178	[2, 1, 1, 0, 3, 1, 1, 0, 1, 2]
amorista	1.6	1.0198	[3, 0, 0, 2, 2, 1, 3, 1, 2, 2]
amoristico	1.0	1.67332	[1, 0, 2, 3, -1, 3, 1, 3, 0, -2]
amoristas	0.1	0.9434	[0, 2, 0, 0, 1, 0, -2, 0, 0, 0]
amoroso	2.3	0.78102	[3, 1, 1, 2, 3, 3, 3, 3, 2, 2]
amoroso	1.8	0.9798	[3, 1, 2, 2, 1, 1, 3, 0, 2, 3]
amorosamente	2.3	0.78102	[1, 1, 3, 2, 3, 3, 2, 3, 2, 3]
amorosa	2.0	0.89443	[2, 3, 1, 2, 0, 2, 2, 3, 3, 2]
amorfo	-0.2	0.4	[0, 0, 0, 0, 0, 0, -1, 0, 0, -1]
sem forma	0.1	0.7	[-1, 0, 0, 0, 0, 0, 2, 0, 0, 0]
amorfo	0.3	0.45826	[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]
amortizado	-2.1	0.83066	[-3, -1, -2, -2, -2, -2, -2, -4, -1, -2]
amortizar	0.5	1.43178	[0, 1, 1, 0, -3, 2, 0, 0, 2, 2]
amortizado	-0.2	1.16619	[-1, -3, 0, 0, 0, 2, 0, 0, 0, 0]
amortiza	0.1	0.83066	[-1, -1, 0, 0, 0, 2, 1, 0, 0, 0]
amortizavel	0.5	1.0247	[2, 0, 1, 0, 1, 1, -2, 1, 0, 1]
amortizacao	0.6	1.0198	[0, 0, 0, 0, 1, 0, 0, 0, 3, 2]
amortizacoes	0.2	1.07703	[-1, 1, 0, 0, 1, 0, 2, 1, -2, 0]
amortizar	-0.1	1.04403	[0, 0, 0, 0, 2, -2, -1, 1, -1, 0]
amortizado	0.8	0.74833	[0, 2, 0, 0, 1, 1, 1, 0, 1, 2]
amortiza	0.6	0.8	[0, 2, 0, 0, 1, 1, 0, 0, 0, 2]
amortizando	0.8	1.249	[0, 3, 0, 0, 0, 0, 0, 0, 3, 2]
divertivel	0.7	1.18743	[2, 1, 1, 1, 1, 1, 2, -2, -1, 1]
divertir	1.7	0.78102	[1, 2, 1, 1, 2, 1, 1, 3, 3, 2]
divertido	1.8	0.6	[1, 2, 2, 2, 2, 2, 1, 2, 3, 1]
divertidamente	2.2	0.74833	[3, 3, 2, 2, 3, 2, 2, 3, 1, 1]
diversao	1.5	1.11803	[3, 2, 3, 1, 2, 2, -1, 1, 1, 1]
divertimentos	1.5	1.0247	[2, 1, 2, 1, 2, 2, 3, -1, 2, 1]
divertidor	1.1	1.7	[2, 1, -3, 2, 2, 3, -1, 1, 2, 2]
divertidores	1.3	0.45826	[1, 1, 2, 1, 2, 1, 2, 1, 1, 1]
diverte	1.7	0.64031	[1, 2, 1, 2, 2, 2, 1, 2, 3, 1]
amusia	0.3	1.48661	[0, -1, 1, -1, 2, 2, -1, -1, -1, 3]
amusias	-0.4	0.66332	[-1, 0, 0, 1, 0, 0, -1, -1, -1, -1]
divertido	1.6	0.91652	[2, 2, 2, -1, 2, 2, 1, 2, 2, 2]
divertidamente	0.8	1.249	[1, 2, 1, 1, 1, 2, 2, -2, -1, 1]
divertivel	1.8	0.6	[1, 2, 3, 2, 1, 2, 2, 1, 2, 2]
divertida	1.7	1.1	[3, 1, 3, 1, 2, 2, 2, 2, -1, 2]
raiva	-2.7	1.18743	[-1, -2, -3, -2, -4, -4, -2, -1, -4, -4]
irritando	-2.2	0.6	[-3, -2, -1, -3, -2, -2, -3, -2, -2, -2]
angustia	-2.3	0.9	[-3, -1, -2, -3, -2, -2, -4, -1, -3, -2]
muito irritado	-2.3	0.64031	[-2, -3, -2, -3, -1, -3, -2, -3, -2, -2]
mais angustiado	-3.1	0.83066	[-4, -3, -2, -2, -2, -4, -3, -4, -4, -3]
com raiva	-1.8	0.4	[-2, -1, -2, -2, -2, -1, -2, -2, -2, -2]
antifriccao	-1.7	0.64031	[-2, 0, -2, -2, -1, -2, -2, -2, -2, -2]
bravo	-2.3	0.9	[-2, -2, -1, -3, -1, -2, -4, -2, -3, -3]
angustia	-2.9	0.83066	[-3, -3, -2, -3, -4, -1, -3, -3, -4, -3]
angustiado	-1.8	1.4	[-3, -4, -1, -3, -2, -1, -1, 1, -1, -3]
angustias	-2.1	1.44568	[-4, -4, -2, -3, 1, -2, -1, -1, -2, -3]
angustiado	-2.7	0.9	[-2, -2, -1, -3, -2, -4, -4, -3, -3, -3]
antipatia	-1.9	1.75784	[-2, -3, -3, -3, -2, 2, 1, -3, -3, -3]
